path,baseline_candidate,match,source_set,module,current_lines,same_blob,normalized_added_lines,normalized_removed_lines,normalized_similarity,review_groups,classification,scope_note
common/src/jvmMain/kotlin/me/rerere/common/js/JavaScriptDispatchers.jvm.kt,,new_basename,jvmMain,common,7,False,,,,R22,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
common/src/nativeMain/kotlin/me/rerere/common/js/JavaScriptDispatchers.native.kt,,new_basename,nativeMain,common,8,False,,,,R22,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/data/datastore/AndroidBooleanPreferenceStore.kt,,new_basename,androidMain,composeApp,33,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/data/datastore/AndroidSettingsDataStore.kt,,new_basename,androidMain,composeApp,14,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/data/datastore/AndroidStringPreferenceStore.kt,,new_basename,androidMain,composeApp,20,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidCharacterCardMetadataReader.kt,,new_basename,androidMain,composeApp,26,False,,,,R12,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidChatNotificationManager.kt,,new_basename,androidMain,composeApp,54,False,,,,B07,混合需收窄,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidFloatingWindow.kt,,new_basename,androidMain,composeApp,56,False,,,,R11,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidGifDecoding.kt,,new_basename,androidMain,composeApp,16,False,,,,R12,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidImageCropper.kt,,new_basename,androidMain,composeApp,94,False,,,,R12,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidJmDnsServiceRegistrar.kt,,new_basename,androidMain,composeApp,91,False,,,,R11,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidQrCodeRenderer.kt,,new_basename,androidMain,composeApp,16,False,,,,R12,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidQrImageDecoder.kt,,new_basename,androidMain,composeApp,4,False,,,,R12,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidTextSharer.kt,,new_basename,androidMain,composeApp,22,False,,,,R10,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/ApplicationLifecycle.android.kt,,new_basename,androidMain,composeApp,7,False,,,,R10,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/ImageEncoder.android.kt,,new_basename,androidMain,composeApp,13,False,,,,R12,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/PlatformBackHandler.android.kt,,new_basename,androidMain,composeApp,12,False,,,,R10,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/PlatformClipboard.android.kt,,new_basename,androidMain,composeApp,22,False,,,,R10,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/PlatformDeviceInfo.android.kt,,new_basename,androidMain,composeApp,28,False,,,,R10,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/PlatformFileSharing.android.kt,,new_basename,androidMain,composeApp,9,False,,,,R10,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/shared/Platform.android.kt,,new_basename,androidMain,composeApp,3,False,,,,R20,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/components/ui/AndroidAutoAIIcon.kt,,new_basename,androidMain,composeApp,66,False,,,,R15,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/AndroidPermissionState.kt,,new_basename,androidMain,composeApp,301,False,,,,R14,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/AndroidPermissionTypes.kt,,new_basename,androidMain,composeApp,48,False,,,,R14,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/AndroidRememberPermissionState.kt,,new_basename,androidMain,composeApp,121,False,,,,R14,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/hooks/ColorMode.android.kt,,new_basename,androidMain,composeApp,106,False,,,,R15,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/pages/assistant/detail/AssistantLocalToolPlatform.android.kt,,new_basename,androidMain,composeApp,101,False,,,,R14,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/theme/PlatformTheme.android.kt,,new_basename,androidMain,composeApp,33,False,,,,R15,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/utils/SharedUiFormatter.android.kt,,new_basename,androidMain,composeApp,54,False,,,,R04,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/RikkaHubShared.kt,,new_basename,commonMain,composeApp,4,False,,,,R20,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/Screen.kt,,new_basename,commonMain,composeApp,156,False,,,,R18,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/GenerationPrompts.kt,app/src/main/java/me/rerere/rikkahub/data/ai/GenerationPrompts.kt,same_name,commonMain,composeApp,26,False,1,1,0.944,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpAuthorizationCoordinator.kt,,new_basename,commonMain,composeApp,11,False,,,,E04,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpConfig.kt,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/McpConfig.kt,same_name_identical,commonMain,composeApp,101,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpImageStore.kt,,new_basename,commonMain,composeApp,48,False,,,,R09,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpManager.kt,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/McpManager.kt,same_name,commonMain,composeApp,188,False,79,48,0.469,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpOAuthClient.kt,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/McpOAuthClient.kt,same_name,commonMain,composeApp,365,False,93,94,0.648,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpOAuthCoordinator.kt,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/McpOAuthCoordinator.kt,same_name,commonMain,composeApp,230,False,45,67,0.729,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpRuntime.kt,,new_basename,commonMain,composeApp,70,False,,,,E04,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpSessionRegistry.kt,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/McpSessionRegistry.kt,same_name,commonMain,composeApp,564,False,66,27,0.891,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpStatus.kt,app/src/main/java/me/rerere/rikkahub/data/ai/mcp/McpStatus.kt,same_name,commonMain,composeApp,32,False,2,1,0.919,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpTokenPolicy.kt,,new_basename,commonMain,composeApp,28,False,,,,E16,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/prompts/CompressPrompt.kt,app/src/main/java/me/rerere/rikkahub/data/ai/prompts/CompressPrompt.kt,same_name,commonMain,composeApp,20,False,1,1,0.933,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/prompts/LearningMode.kt,app/src/main/java/me/rerere/rikkahub/data/ai/prompts/LearningMode.kt,same_name_identical,commonMain,composeApp,28,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/prompts/OcrPrompt.kt,app/src/main/java/me/rerere/rikkahub/data/ai/prompts/OcrPrompt.kt,same_name_identical,commonMain,composeApp,18,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/prompts/Suggestion.kt,app/src/main/java/me/rerere/rikkahub/data/ai/prompts/Suggestion.kt,same_name,commonMain,composeApp,18,False,1,1,0.929,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/prompts/TitleSummary.kt,app/src/main/java/me/rerere/rikkahub/data/ai/prompts/TitleSummary.kt,same_name,commonMain,composeApp,15,False,1,1,0.917,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/prompts/Translation.kt,app/src/main/java/me/rerere/rikkahub/data/ai/prompts/Translation.kt,same_name,commonMain,composeApp,13,False,1,1,0.875,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/ConversationTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/ConversationTools.kt,same_name,commonMain,composeApp,111,False,2,2,0.978,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/MemoryTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/MemoryTools.kt,same_name,commonMain,composeApp,103,False,1,1,0.987,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/SearchTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/SearchTools.kt,same_name,commonMain,composeApp,119,False,1,1,0.989,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/SkillsTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/SkillsTools.kt,same_name,commonMain,composeApp,83,False,8,7,0.887,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/TextReplacers.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/TextReplacers.kt,same_name_identical,commonMain,composeApp,194,True,0,0,1.0,R18,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/local/AskUserTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/AskUserTool.kt,same_name_identical,commonMain,composeApp,75,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/local/ClipboardTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/ClipboardTool.kt,same_name,commonMain,composeApp,68,False,3,3,0.942,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/local/JavascriptTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/JavascriptTool.kt,same_name,commonMain,composeApp,75,False,24,24,0.571,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/local/LocalToolOption.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/LocalToolOption.kt,same_name_identical,commonMain,composeApp,35,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/local/LocalTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/LocalTools.kt,same_name,commonMain,composeApp,49,False,19,32,0.261,R14,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/local/TextToSpeechTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/TextToSpeechTool.kt,same_name_identical,commonMain,composeApp,55,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/local/TimeInfoTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/TimeInfoTool.kt,same_name,commonMain,composeApp,65,False,33,19,0.35,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/Base64ImageToLocalFileTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/Base64ImageToLocalFileTransformer.kt,same_name,commonMain,composeApp,62,False,32,3,0.314,R09,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/DocumentAsPromptTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/DocumentAsPromptTransformer.kt,same_name,commonMain,composeApp,87,False,27,29,0.569,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/DocumentTextExtractor.kt,,new_basename,commonMain,composeApp,18,False,,,,R09,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/OcrResultCache.kt,,new_basename,commonMain,composeApp,107,False,,,,R09,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/OcrTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/OcrTransformer.kt,same_name,commonMain,composeApp,100,False,2,18,0.875,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/PlaceholderTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/PlaceholderTransformer.kt,same_name,commonMain,composeApp,145,False,17,27,0.798,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/PromptInjectionTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/PromptInjectionTransformer.kt,same_name_identical,commonMain,composeApp,269,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/RegexOutputTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/RegexOutputTransformer.kt,same_name,commonMain,composeApp,38,False,1,1,0.964,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/TemplateTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/TemplateTransformer.kt,same_name,commonMain,composeApp,72,False,29,36,0.414,B03,混合需收窄,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/ThinkTagTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/ThinkTagTransformer.kt,same_name,commonMain,composeApp,80,False,1,1,0.985,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/TimeReminderTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/TimeReminderTransformer.kt,same_name,commonMain,composeApp,76,False,3,4,0.935,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/Transformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/Transformer.kt,same_name,commonMain,composeApp,116,False,2,7,0.949,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/api/SponsorAPI.kt,app/src/main/java/me/rerere/rikkahub/data/api/SponsorAPI.kt,same_name,commonMain,composeApp,37,False,19,8,0.308,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/BooleanPreferenceStore.kt,,new_basename,commonMain,composeApp,33,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/DefaultProviders.kt,app/src/main/java/me/rerere/rikkahub/data/datastore/DefaultProviders.kt,same_name,commonMain,composeApp,311,False,9,9,0.969,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/RecommendedProviders.kt,app/src/main/java/me/rerere/rikkahub/data/datastore/RecommendedProviders.kt,same_name,commonMain,composeApp,68,False,3,1,0.962,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/SettingsDataStore.kt,,new_basename,commonMain,composeApp,28,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/SettingsModels.kt,,new_basename,commonMain,composeApp,290,False,,,,R18,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/SettingsStore.kt,,new_basename,commonMain,composeApp,486,False,,,,R18,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/StringPreferenceStore.kt,,new_basename,commonMain,composeApp,31,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/migration/PreferenceStoreV1Migration.kt,app/src/main/java/me/rerere/rikkahub/data/datastore/migration/PreferenceStoreV1Migration.kt,same_name_identical,commonMain,composeApp,50,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/migration/PreferenceStoreV2Migration.kt,app/src/main/java/me/rerere/rikkahub/data/datastore/migration/PreferenceStoreV2Migration.kt,same_name_identical,commonMain,composeApp,126,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/migration/PreferenceStoreV3Migration.kt,app/src/main/java/me/rerere/rikkahub/data/datastore/migration/PreferenceStoreV3Migration.kt,same_name_identical,commonMain,composeApp,108,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/migration/SettingsJsonMigrator.kt,app/src/main/java/me/rerere/rikkahub/data/datastore/migration/SettingsJsonMigrator.kt,same_name,commonMain,composeApp,69,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/AppDatabase.kt,app/src/main/java/me/rerere/rikkahub/data/db/AppDatabase.kt,same_name,commonMain,composeApp,86,False,5,10,0.854,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/AppDatabaseFactory.kt,,new_basename,commonMain,composeApp,40,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/DatabaseMigrationTracker.kt,app/src/main/java/me/rerere/rikkahub/data/db/DatabaseMigrationTracker.kt,same_name_identical,commonMain,composeApp,23,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/SQLiteExtensions.kt,,new_basename,commonMain,composeApp,44,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/dao/ConversationDAO.kt,app/src/main/java/me/rerere/rikkahub/data/db/dao/ConversationDAO.kt,same_name,commonMain,composeApp,103,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/dao/FavoriteDAO.kt,app/src/main/java/me/rerere/rikkahub/data/db/dao/FavoriteDAO.kt,same_name,commonMain,composeApp,38,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/dao/FolderDAO.kt,app/src/main/java/me/rerere/rikkahub/data/db/dao/FolderDAO.kt,same_name,commonMain,composeApp,34,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/dao/GenMediaDAO.kt,app/src/main/java/me/rerere/rikkahub/data/db/dao/GenMediaDAO.kt,same_name,commonMain,composeApp,22,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/dao/ManagedFileDAO.kt,app/src/main/java/me/rerere/rikkahub/data/db/dao/ManagedFileDAO.kt,same_name,commonMain,composeApp,36,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/dao/MemoryDAO.kt,app/src/main/java/me/rerere/rikkahub/data/db/dao/MemoryDAO.kt,same_name,commonMain,composeApp,38,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/dao/MessageNodeDAO.kt,app/src/main/java/me/rerere/rikkahub/data/db/dao/MessageNodeDAO.kt,same_name,commonMain,composeApp,83,False,7,6,0.883,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/dao/WorkspaceDAO.kt,app/src/main/java/me/rerere/rikkahub/data/db/dao/WorkspaceDAO.kt,same_name,commonMain,composeApp,29,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/entity/ConversationEntity.kt,app/src/main/java/me/rerere/rikkahub/data/db/entity/ConversationEntity.kt,same_name,commonMain,composeApp,35,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/entity/FavoriteEntity.kt,app/src/main/java/me/rerere/rikkahub/data/db/entity/FavoriteEntity.kt,same_name,commonMain,composeApp,33,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/entity/FolderEntity.kt,app/src/main/java/me/rerere/rikkahub/data/db/entity/FolderEntity.kt,same_name,commonMain,composeApp,30,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/db/entity/GenMediaEntity.kt,app/src/main/java/me/rerere/rikkahub/data/db/entity/GenMediaEntity.kt,same_name,commonMain,composeApp,28,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
