id,decision,title,origin,reason,treatment,action,core_files,core_file_lines,new_basename_files,new_basename_lines,verification
R09,合理保留,文档/OCR/图片等外部能力接缝,原 DocumentAsPrompt/Ocr/Base64/McpSessionRegistry 文件处理,文档模块尚为 Android，图像编解码和缓存持久化需替库/平台实现；transformer 业务仍在同名文件。,REQUIRED_FOR_KMP / REWRITEABLE + ANDROID_ONLY,UnsupportedDocumentTextExtractor 是能力未完成，不代表原文档功能已经跨端迁移。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/DocumentTextExtractor.kt
app/src/main/java/me/rerere/rikkahub/data/ai/transformers/AndroidDocumentTextExtractor.kt
app/src/main/java/me/rerere/rikkahub/data/ai/transformers/AndroidBase64ImageStore.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/OcrResultCache.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/mcp/McpImageStore.kt
app/src/main/java/me/rerere/rikkahub/data/ai/mcp/AndroidMcpImageStore.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/transformers/Base64ImageToLocalFileTransformer.kt",300,6,238,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R10,合理保留,系统操作窄适配,Android Context/Intent/Clipboard/Build/退出/分享 APIs,边界是具体系统动作，未重新实现业务。,REQUIRED_FOR_KMP / ANDROID_ONLY,保留。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/PlatformBackHandler.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/PlatformBackHandler.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/PlatformBackHandler.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/PlatformBackHandler.jvm.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/PlatformClipboard.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/PlatformClipboard.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/PlatformClipboard.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/PlatformClipboard.jvm.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/PlatformDeviceInfo.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/PlatformDeviceInfo.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/PlatformDeviceInfo.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/PlatformDeviceInfo.jvm.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/PlatformFileSharing.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/PlatformFileSharing.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/PlatformFileSharing.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/PlatformFileSharing.jvm.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/ApplicationLifecycle.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/ApplicationLifecycle.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/ApplicationLifecycle.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/ApplicationLifecycle.jvm.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/ExternalUriOpener.kt
app/src/main/java/me/rerere/rikkahub/platform/AndroidExternalUriOpener.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosExternalUriOpener.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmExternalUriOpener.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/TextSharer.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidTextSharer.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosTextSharer.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmTextSharer.kt",424,28,424,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R11,合理保留,系统 OAuth、监控、发现及浮窗,MCP OAuth callback、Firebase、NsdServiceRegistrar、FloatingWindow,具体系统 SDK/外部回调需要各端实现；桌面监控后端选择属于实现选择。,REQUIRED_FOR_KMP / ANDROID_ONLY,保留 OS 接线；业务 OAuth Coordinator 不必另抽大接口。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/OAuthCallbackSession.kt
app/src/main/java/me/rerere/rikkahub/platform/AndroidOAuthCallbackSession.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosOAuthCallbackSession.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmOAuthCallbackSession.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/Monitoring.kt
app/src/main/java/me/rerere/rikkahub/platform/AndroidFirebaseMonitoring.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosFirebaseMonitoring.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmSentryMonitoring.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/ServiceRegistrar.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidJmDnsServiceRegistrar.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosBonjourServiceRegistrar.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmJmDnsServiceRegistrar.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidFloatingWindow.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosFloatingWindow.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmFloatingWindow.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/FloatingWindow.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/FloatingWindow.kt",792,15,748,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R12,合理保留,二维码、图片与字体平台实现,原扫码、裁剪、元数据、GIF、字体 Context/Bitmap/Android SDK 代码,多数是实际平台适配；Runtime 名字不能独立作为过度抽取证据。,REQUIRED_FOR_KMP / ANDROID_ONLY,保留真实边界；未支持端明确标记，勿把 fallback 视为验证通过。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/QrCode.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidQrCodeRenderer.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosQrCodeRenderer.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmQrCodeRenderer.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidQrImageDecoder.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosQrImageDecoder.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmQrImageDecoder.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmQrScanner.kt
composeApp/src/mobileMain/kotlin/me/rerere/rikkahub/platform/KScanQrScanner.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/ImageCropper.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidImageCropper.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosImageCropper.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmImageCropper.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/ImageEncoder.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/ImageEncoder.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/ImageEncoder.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/ImageEncoder.jvm.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/CharacterCardMetadataReader.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidCharacterCardMetadataReader.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosCharacterCardMetadataReader.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmCharacterCardMetadataReader.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/platform/GifDecoding.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/platform/AndroidGifDecoding.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/platform/IosGifDecoding.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/platform/JvmGifDecoding.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/theme/ChatFontRuntime.kt
app/src/main/java/me/rerere/rikkahub/ui/theme/AndroidChatFontRuntime.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/UIAvatar.kt",1051,27,755,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R13,合理保留,音频播放和系统 TTS,speech/tts/controller/AudioPlayer.kt + SystemTTSProvider.kt,Media3/AVFoundation/JavaFX/系统 TTS 是具体平台实现，TtsController 本身仍共用。,REQUIRED_FOR_KMP / ANDROID_ONLY,保留播放器边界；调度层的自研 Store 单独评估。,"speech/src/commonMain/kotlin/me/rerere/tts/controller/PlatformAudioPlayer.kt
speech/src/androidMain/kotlin/me/rerere/tts/controller/AndroidAudioPlayer.kt
speech/src/iosMain/kotlin/me/rerere/tts/controller/IosAudioPlayer.kt
speech/src/jvmMain/kotlin/me/rerere/tts/controller/JvmAudioPlayer.kt
speech/src/iosMain/kotlin/me/rerere/tts/IosAudioData.kt
speech/src/iosMain/kotlin/me/rerere/tts/provider/providers/IosSystemTTSProvider.kt
speech/src/jvmMain/kotlin/me/rerere/tts/provider/providers/JvmSystemTTSProvider.kt
speech/src/commonMain/kotlin/me/rerere/tts/provider/providers/AudioBase64Decoder.kt",858,8,858,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R14,合理保留,权限平台实现,原 Permission/LocalTools 与权限调用,Android 权限和系统工具不能直接运行于其他平台；窄适配合理。,REQUIRED_FOR_KMP / ANDROID_ONLY,保留原 common tools，只有平台工具/权限落在实际实现。,"composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/AndroidPermissionState.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/AndroidPermissionTypes.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/AndroidRememberPermissionState.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/IosPermission.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/JvmPermission.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/assistant/detail/AssistantLocalToolPlatform.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/pages/assistant/detail/AssistantLocalToolPlatform.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/pages/assistant/detail/AssistantLocalToolPlatform.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/ui/pages/assistant/detail/AssistantLocalToolPlatform.jvm.kt
app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/AndroidLocalTools.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/local/LocalTools.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/permission/PermissionState.kt",1026,10,916,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R15,合理保留,主题、资源与普通 UI 兼容 util,Theme/ColorMode、Android resource、AutoAIIcon、Material 色彩调用,资源/动态色/系统栏平台 API 和可复用 UI 工具，与业务 runtime 抽取不同。,REQUIRED_FOR_KMP / VERSION_GATED,保留必要兼容实现；适配时延续原样式与资源回退。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/theme/PlatformTheme.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/theme/PlatformTheme.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/theme/PlatformTheme.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/ui/theme/PlatformTheme.jvm.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/hooks/ColorMode.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/hooks/ColorMode.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/ui/hooks/ColorMode.jvm.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/theme/CodeFont.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/theme/CustomThemeColorScheme.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/theme/HslColor.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/theme/ThemeLocals.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/layout/WindowSize.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/AutoAIIcon.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/ui/components/ui/AndroidAutoAIIcon.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/ui/components/ui/IosAutoAIIcon.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/ui/components/ui/JvmAutoAIIcon.kt
app/src/main/java/me/rerere/rikkahub/ui/resources/AppStringResources.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/ImageContexts.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/SiliconFlowPowerByIcon.kt
ai/src/commonMain/kotlin/me/rerere/ai/provider/ProviderSetting.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/setting/SettingProviderPage.kt",1582,19,618,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R16,合理保留,富文本库兼容与平台视图,原 Markdown/HTML/LaTeX/代码预览/WebView/DiffUtils,Ksoup、RaTeX、diff KMP 库替代及原生视图 slot 有实际原因；格式兼容函数属于工具。,REQUIRED_FOR_KMP / REWRITEABLE + ANDROID_ONLY,保留旧 HTML/LaTeX/diff 输出；不要把新预览功能当纯移动。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/richtext/RichHtmlParser.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/utils/HtmlEntities.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/richtext/LatexLayout.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/richtext/RichTextPlatformContexts.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/richtext/SharedRichTextPlatformActions.kt
app/src/main/java/me/rerere/rikkahub/ui/components/richtext/AndroidRichTextPlatformProvider.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/webview/SharedWebViewPage.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/webview/WebViewContentStore.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/shared/diff/UnifiedDiff.kt",655,9,655,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R17,合理保留,文件清理/存储统计/更新下载接口,AssistantDetailVM/SettingPage/UpdateChecker 的平台 FilesManager/File 调用,边界局限于实际文件操作或下载平台效果，可保留；部分 Unsupported 仍未实现。,REQUIRED_FOR_KMP / ANDROID_ONLY,后续 FilesManager 共用后复查，当前不要误删真实平台桥接。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/assistant/AssistantAssetCleaner.kt
app/src/main/java/me/rerere/rikkahub/ui/pages/assistant/AndroidAssistantAssetCleaner.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/setting/ChatStorageSummaryProvider.kt
app/src/main/java/me/rerere/rikkahub/utils/AndroidUpdateDownloader.kt",66,4,66,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R18,合理保留,保留名字的原方法/类型拆文件,原 RouteActivity/PreferencesStore/ChatService/ModelList/Markdown/PropertyEditor/TTS 等同名方法或类型,多项本来就存在；有的移到独立文件或去除 Locale/资源类型，不等于新增业务层。,REQUIRED_FOR_KMP / REWRITEABLE（纯拆文件部分可选）,保留原方法体优先；未接入 Shared 的方法不能宣称整条链已共用。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/Screen.kt
app/src/main/java/me/rerere/rikkahub/NavigationIntent.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/SettingsModels.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/datastore/SettingsStore.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/files/FileFolders.kt
app/src/main/java/me/rerere/rikkahub/data/db/entity/WorkspaceEntityExtensions.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/model/AppStats.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/repository/LightConversationEntity.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/sync/webdav/WebDavBackupItem.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/service/BackgroundTextGeneration.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/service/ConversationMessageDelete.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/service/InterruptedToolCompletion.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/service/InvalidMessageCleanup.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/service/UserInputPreprocessor.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ai/ModelTags.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ai/SharedCompressContextDialog.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/richtext/HeaderStyle.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/ProviderShareCodec.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/chat/ConversationListItem.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/setting/components/CustomRequestEditors.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/utils/SpeechText.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/hooks/CustomTtsState.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/translator/TranslationLanguage.kt
app/src/main/java/me/rerere/rikkahub/ui/components/ai/AndroidAttachmentChips.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/backup/tabs/ImportExportTab.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/service/ConversationSession.kt
app/src/main/java/me/rerere/rikkahub/data/ai/transformers/WorkspaceReminderTransformer.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/data/ai/tools/TextReplacers.kt",2424,24,1828,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R19,合理保留,通用日志与 JSON 字符串工具,android.util.Log/Commons Text 等多处用法,Kermit facade 复用旧调用形状，编解码函数多处复用，符合 util 抽取范围。,REQUIRED_FOR_KMP / REWRITEABLE,可保留，无须因增加文件名而撤回。,"common/src/commonMain/kotlin/me/rerere/common/logging/RikkaLog.kt
common/src/commonMain/kotlin/me/rerere/common/text/JsonStringDecoding.kt
common/src/commonMain/kotlin/me/rerere/common/logging/Logging.kt",256,2,145,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R20,合理保留,真实平台入口与路由宿主,RouteActivity.kt 路由、BuildConfig 与各平台新入口,平台入口/构建产物/不能共享的页面宿主必须存在；原导航表移出 Activity 合理。,REQUIRED_FOR_KMP / ANDROID_ONLY,保留真实宿主，演示根 UI 及整套重复业务 DI 分别处理。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/shared/ProductNavigationHost.kt
app/src/main/java/me/rerere/rikkahub/AndroidPlatformRouteContent.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/shared/IosPlatformRouteContent.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/shared/JvmPlatformRouteContent.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/shared/MainViewController.kt
desktopApp/src/jvmMain/kotlin/me/rerere/rikkahub/desktop/Main.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/shared/PlatformBuildInfo.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/shared/PlatformBuildInfo.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/shared/PlatformBuildInfo.jvm.kt
composeApp/src/androidMain/kotlin/me/rerere/rikkahub/shared/Platform.android.kt
composeApp/src/iosMain/kotlin/me/rerere/rikkahub/shared/Platform.ios.kt
composeApp/src/jvmMain/kotlin/me/rerere/rikkahub/shared/Platform.jvm.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/RikkaHubShared.kt
web/src/androidJvmMain/kotlin/me/rerere/rikkahub/web/KtorWebServerHost.kt
web/src/iosMain/kotlin/me/rerere/rikkahub/web/UnavailableWebServerHost.kt",814,15,814,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R21,可选轻量抽取,小策略和界面状态适配,原 ChatPage 尺寸判断、偏好 hooks、TTS.kt 及平台可用性,存在一些非必需小策略/重复 hook，但多用于接线；CustomTtsState 接口在基线已存在。,RECOMMENDED / REWRITEABLE,不作为核心过度架构计数；统一宿主后再减少重复，勿先批量删除。,"composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/pages/chat/ChatWindowPolicy.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/hooks/BooleanPreference.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/hooks/SharedCustomTtsState.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/shared/PlatformCapabilities.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/CapabilityGate.kt
composeApp/src/commonMain/kotlin/me/rerere/rikkahub/ui/components/ui/BackupReminderCard.kt",446,5,342,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
D01,独立功能修复,ZIP 路径安全规则,原 S3/WebDav ZIP 文件处理,防路径逃逸与不跟随符号链接是独立安全改动，不能仅凭 common 不支持解释。,RECOMMENDED / REWRITEABLE,单独记录修复理由和测试，不随架构压缩机械恢复不安全行为。,"common/src/commonMain/kotlin/me/rerere/common/archive/ZipEntryPathPolicy.kt
app/src/main/java/me/rerere/rikkahub/data/sync/BackupZipPathResolver.kt
app/src/main/java/me/rerere/rikkahub/data/sync/BackupZipSourcePolicy.kt",80,3,80,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
R22,合理保留,JavaScript 调度平台兼容,QuickJS/同步 fetch 的运行线程,调度实际与平台绑定；比抽象脚本业务更窄。,REQUIRED_FOR_KMP / ANDROID_ONLY,保留实际调用与取消语义。,"common/src/commonMain/kotlin/me/rerere/common/js/JavaScriptDispatchers.kt
common/src/androidMain/kotlin/me/rerere/common/js/JavaScriptDispatchers.android.kt
common/src/jvmMain/kotlin/me/rerere/common/js/JavaScriptDispatchers.jvm.kt
common/src/nativeMain/kotlin/me/rerere/common/js/JavaScriptDispatchers.native.kt",27,4,27,源码/基线/调用点审计；未运行 Gradle、GUI 或真实模型请求。
